Attribute,Keyword Value,Syntax,Type,Reference
ipp-features-supported,proof-print,1setOf type2 keyword,,[PWG5100.13]
ipp-features-supported,resource-object,1setOf type2 keyword,,[PWG5100.22]
ipp-features-supported,scan,1setOf type2 keyword,,[PWG5100.17]
ipp-features-supported,subscription-object,1setOf type2 keyword,,[PWG5100.13]
ipp-features-supported,system-object,1setOf type2 keyword,,[PWG5100.22]
ipp-versions-supported,,1setOf type2 keyword,,[RFC8011]
ipp-versions-supported,1.0,1setOf type2 keyword,,[RFC8011]
ipp-versions-supported,1.1,1setOf type2 keyword,,[RFC8011]
ipp-versions-supported,2.0,1setOf type2 keyword,,[PWG5100.10]
ipp-versions-supported,2.1,1setOf type2 keyword,,[PWG5100.10]
ipp-versions-supported,2.2,1setOf type2 keyword,,[PWG5100.12]
job-account-type,,type2 keyword | name(MAX),,[PWG5100.16]
job-account-type,general,type2 keyword | name(MAX),,[PWG5100.16]
job-account-type,group,type2 keyword | name(MAX),,[PWG5100.16]
job-account-type,none,type2 keyword | name(MAX),,[PWG5100.16]
job-account-type-default,,type2 keyword | name(MAX),,[PWG5100.16]
job-account-type-default,"<Any ""job-account-type"" value>",type2 keyword | name(MAX),,[PWG5100.16]
job-account-type-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.16]
job-account-type-supported,"<Any ""job-account-type"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.16]
job-accounting-output-bin,,type2 keyword | name(MAX),,[PWG5100.3]
job-accounting-output-bin,"<Any ""output-bin"" value keyword>",type2 keyword | name(MAX),,[PWG5100.2]
job-accounting-sheets-type,,type2 keyword | name(MAX),,[PWG5100.3]
job-accounting-sheets-type,none,type2 keyword | name(MAX),,[PWG5100.3]
job-accounting-sheets-type,standard,type2 keyword | name(MAX),,[PWG5100.3]
job-cover-back-supported,"<Any ""cover-back-supported"" value>",1setOf type2 keyword,,[PWG5100.7]
job-cover-front-supported,"<Any ""cover-front-supported"" value>",1setOf type2 keyword,,[PWG5100.7]
job-delay-output-until,,type2 keyword | name(MAX),,[PWG5100.11]
job-delay-output-until,day-time,type2 keyword,,[PWG5100.11]
job-delay-output-until,evening,type2 keyword,,[PWG5100.11]
job-delay-output-until,indefinite,type2 keyword,,[PWG5100.11]
job-delay-output-until,night,type2 keyword,,[PWG5100.11]
job-delay-output-until,no-delay-output,type2 keyword,,[PWG5100.11]
job-delay-output-until,second-shift,type2 keyword,,[PWG5100.11]
job-delay-output-until,third-shift,type2 keyword,,[PWG5100.11]
job-delay-output-until,weekend,type2 keyword,,[PWG5100.11]
job-delay-output-until-default,,type2 keyword | name(MAX),,[PWG5100.11]
job-delay-output-until-default,"<Any ""job-default-output-until"" value>",type2 keyword,,[PWG5100.11]
job-delay-output-until-default,"<Any ""job-delay-output-until"" value>",type2 keyword | name(MAX),,[PWG5100.7]
job-delay-output-until-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.11]
job-delay-output-until-supported,"<Any ""job-default-output-until"" value>",1setOf type2 keyword,,[PWG5100.11]
job-delay-output-until-supported,"<Any ""job-delay-output-until"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
job-destination-spooling-supported,,type2 keyword,,[PWG5100.17]
job-destination-spooling-supported,automatic,type2 keyword,,[PWG5100.17]
job-destination-spooling-supported,spool,type2 keyword,,[PWG5100.17]
job-destination-spooling-supported,stream,type2 keyword,,[PWG5100.17]
job-error-action,,type2 keyword,,[PWG5100.13]
job-error-action,abort-job,type2 keyword,,[PWG5100.13]
job-error-action,cancel-job,type2 keyword,,[PWG5100.13]
job-error-action,continue-job,type2 keyword,,[PWG5100.13]
job-error-action,suspend-job,type2 keyword,,[PWG5100.13]
job-error-action-default,,type2 keyword,,[PWG5100.13]
job-error-action-default,"<Any ""job-error-action"" value>",type2 keyword,,[PWG5100.13]
job-error-action-supported,,1setOf type2 keyword,,[PWG5100.13]
job-error-action-supported,"<Any ""job-error-action"" value>",1setOf type2 keyword,,[PWG5100.13]
job-error-sheet-type,,type2 keyword | name(MAX),,[PWG5100.3]
job-error-sheet-type,none,type2 keyword | name(MAX),,[PWG5100.3]
job-error-sheet-type,standard,type2 keyword | name(MAX),,[PWG5100.3]
job-error-sheet-when,,type2 keyword,,[PWG5100.3]
job-error-sheet-when,always,type2 keyword,,[PWG5100.3]
job-error-sheet-when,on-error,type2 keyword,,[PWG5100.3]
job-hold-until,,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,day-time,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,evening,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,indefinite,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,night,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,no-hold,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,second-shift,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,third-shift,type2 keyword | name(MAX),,[RFC8011]
job-hold-until,weekend,type2 keyword | name(MAX),,[RFC8011]
job-hold-until-default,,type2 keyword | name(MAX),,[RFC8011]
job-hold-until-default,"<Any ""job-hold-until"" value>",type2 keyword | name(MAX),,[RFC8011]
job-hold-until-supported,,1setOf (type2 keyword | name(MAX)),,[RFC8011]
job-hold-until-supported,"<Any ""job-hold-until"" value>",1setOf (type2 keyword | name(MAX)),,[RFC8011]
job-password-encryption,,type2 keyword,,[PWG5100.11]
job-password-encryption,md2,type2 keyword,,[PWG5100.11]
job-password-encryption,md2(deprecated),type2 keyword,,[IPPWG20160229-1]
job-password-encryption,md4,type2 keyword,,[PWG5100.11]
job-password-encryption,md4(deprecated),type2 keyword,,[IPPWG20160229-1]
job-password-encryption,md5,type2 keyword,,[PWG5100.11]
job-password-encryption,md5(deprecated),type2 keyword,,[IPPWG20160229-1]
job-password-encryption,none,type2 keyword,,[PWG5100.11]
job-password-encryption,sha,type2 keyword,,[PWG5100.11]
job-password-encryption,sha(deprecated),type2 keyword,,[IPPWG20160229-1]
job-password-encryption,sha2-224,type2 keyword,,[IPPWG20140616]
job-password-encryption,sha2-256,type2 keyword,,[IPPWG20140616]
job-password-encryption,sha2-384,type2 keyword,,[IPPWG20140616]
job-password-encryption,sha2-512,type2 keyword,,[IPPWG20140616]
job-password-encryption,sha2-512_224,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha2-512_256,type2 keyword,,[IPPWG20140616]
job-password-encryption,sha3-224,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha3-256,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha3-384,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha3-512,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha3-512_224,type2 keyword,,[IPPWG20151009]
job-password-encryption,sha3-512_256,type2 keyword,,[IPPWG20151009]
job-password-encryption,shake-128,type2 keyword,,[IPPWG20151009]
job-password-encryption,shake-256,type2 keyword,,[IPPWG20151009]
job-password-encryption-supported,,1setOf type2 keyword,,[PWG5100.11]
job-password-encryption-supported,"<Any ""job-password-encryption"" value>",1setOf type2 keyword,,[PWG5100.11]
job-password-repertoire-configured,,type2 keyword | name(MAX),,[IPPWG20160229-1]
job-password-repertoire-configured,"<Any ""job-password-repertoire-supported"" value>",type2 keyword | name(MAX),,[IPPWG20160229-1]
job-password-repertoire-supported,,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_us-ascii_any,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_us-ascii_complex,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_us-ascii_digits,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_us-ascii_letters,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_utf-8_any,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_utf-8_digits,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-password-repertoire-supported,iana_utf-8_letters,1setOf (type2 keyword | name(MAX)),,[IPPWG20160229-1]
job-privacy-attributes,,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,< any Job object attribute >,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,all,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,default,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,job-description,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,job-template,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-attributes,none,1setOf type2 keyword,,[IPPPRIVACY10]
job-privacy-scope,,type2 keyword,,[IPPPRIVACY10]
job-privacy-scope,all,type2 keyword,,[IPPPRIVACY10]
job-privacy-scope,default,type2 keyword,,[IPPPRIVACY10]
job-privacy-scope,none,type2 keyword,,[IPPPRIVACY10]
job-privacy-scope,owner,type2 keyword,,[IPPPRIVACY10]
job-retain-until,,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until,end-of-day,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until,end-of-month,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until,end-of-week,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until,indefinite,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until,none,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until-default,,type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until-default,"<Any ""job-retain-until"" value>",type2 keyword | name(MAX),,[PWG5100.7]
job-retain-until-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
job-retain-until-supported,"<Any ""job-retain-until"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
job-save-disposition-supported,,1setOf type2 keyword,,[PWG5100.11]
job-save-disposition-supported,save-disposition,1setOf type2 keyword,,[PWG5100.11]
job-save-disposition-supported,save-info,1setOf type2 keyword,,[PWG5100.11]
job-sheets,,type2 keyword | name(MAX),,[RFC8011]
job-sheets,first-print-stream-page,type2 keyword | name(MAX),,[PWG5100.3]
job-sheets,job-both-sheet,type2 keyword | name(MAX),,[PWG5100.3]
job-sheets,job-end-sheet,type2 keyword | name(MAX),,[PWG5100.3]
job-sheets,job-start-sheet,type2 keyword | name(MAX),,[PWG5100.3]
job-sheets,none,type2 keyword | name(MAX),,[RFC8011]
job-sheets,standard,type2 keyword | name(MAX),,[RFC8011]
job-sheets-default,,type2 keyword | name(MAX),,[RFC8011]
job-sheets-default,"<Any ""job-sheets"" value>",type2 keyword | name(MAX),,[RFC8011]
job-sheets-supported,,1setOf (type2 keyword | name(MAX)),,[RFC8011]
job-sheets-supported,"<Any ""job-sheets"" value>",1setOf (type2 keyword | name(MAX)),,[RFC8011]
job-spooling-supported,,type2 keyword,,[PWG5100.11]
job-spooling-supported,automatic,type2 keyword,,[PWG5100.11]
job-spooling-supported,spool,type2 keyword,,[PWG5100.11]
job-spooling-supported,stream,type2 keyword,,[PWG5100.11]
job-state-reasons,,1setOf type2 keyword,,[RFC8011]
job-state-reasons,aborted-by-system,1setOf type2 keyword,,[RFC8011]
job-state-reasons,account-authorization-failed,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,account-closed,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,account-info-needed,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,account-limit-reached,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,compression-error,1setOf type2 keyword,,[RFC8011]
job-state-reasons,conflicting-attributes,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,connected-to-destination,1setOf type2 keyword,,[PWG5100.15]
job-state-reasons,connecting-to-destination,1setOf type2 keyword,,[PWG5100.15]
job-state-reasons,destination-uri-failed,1setOf type2 keyword,,[PWG5100.15]
job-state-reasons,digital-signature-did-not-verify,1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,digital-signature-type-not-supported,1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,digital-signature-type-not-supported(obsolete),1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,document-access-error,1setOf type2 keyword,,[RFC8011]
job-state-reasons,document-format-error,1setOf type2 keyword,,[RFC8011]
job-state-reasons,document-password-error,1setOf type2 keyword,,[PWG5100.13]
job-state-reasons,document-permission-error,1setOf type2 keyword,,[PWG5100.13]
job-state-reasons,document-security-error,1setOf type2 keyword,,[PWG5100.13]
job-state-reasons,document-unprintable-error,1setOf type2 keyword,,[PWG5100.13]
job-state-reasons,errors-detected,1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,job-canceled-at-device,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-canceled-by-operator,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-canceled-by-user,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-completed-successfully,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-completed-with-errors,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-completed-with-warnings,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-data-insufficient,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-delay-output-until-specified,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-digital-signature-wait,1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,job-digital-signature-wait(obsolete),1setOf type2 keyword,,[PWG5100.7]
job-state-reasons,job-fetchable,1setOf type2 keyword,,[PWG5100.18]
job-state-reasons,job-held-for-review,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,job-hold-until-specified,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-incoming,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-interpreting,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-outgoing,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-password-wait,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-printed-successfully,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-printed-with-errors,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-printed-with-warnings,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-printing,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-queued,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-queued-for-marker,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-release-wait,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,job-restartable,1setOf type2 keyword,,[RFC8011]
job-state-reasons,job-resuming,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-saved-successfully,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-saved-with-errors,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-saved-with-warnings,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-saving,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-spooling,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-streaming,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-suspended,1setOf type2 keyword,,[RFC3998]
job-state-reasons,job-suspended-by-operator,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-suspended-by-system,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-suspended-by-user,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-suspending,1setOf type2 keyword,,[PWG5100.11]
job-state-reasons,job-transferring,1setOf type2 keyword,,[PWG5100.15]
job-state-reasons,job-transforming,1setOf type2 keyword,,[RFC8011]
job-state-reasons,none,1setOf type2 keyword,,[RFC8011]
job-state-reasons,printer-stopped,1setOf type2 keyword,,[RFC8011]
job-state-reasons,printer-stopped-partly,1setOf type2 keyword,,[RFC8011]
job-state-reasons,processing-to-stop-point,1setOf type2 keyword,,[RFC8011]
job-state-reasons,queued-in-device,1setOf type2 keyword,,[RFC8011]
job-state-reasons,resources-are-not-ready,1setOf type2 keyword,,[RFC8011]
job-state-reasons,resources-are-not-supported,1setOf type2 keyword,,[PWG5100.3]
job-state-reasons,service-off-line,1setOf type2 keyword,,[RFC8011]
job-state-reasons,submission-interrupted,1setOf type2 keyword,,[RFC8011]
job-state-reasons,unsupported-attributes-or-values,1setOf type2 keyword,,[PWG5100.16]
job-state-reasons,unsupported-compression,1setOf type2 keyword,,[RFC8011]
job-state-reasons,unsupported-document-format,1setOf type2 keyword,,[RFC8011]
job-state-reasons,waiting-for-user-action,1setOf type2 keyword,,[PWG5100.17]
job-state-reasons,warnings-detected,1setOf type2 keyword,,[PWG5100.7]
jpeg-features-supported,,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,arithmetic,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,cmyk,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,deep,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,hierarchical,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,icc,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,lossless,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,none,1setOf type2 keyword,,[APPLE20151021]
jpeg-features-supported,progressive,1setOf type2 keyword,,[APPLE20151021]
laminating-sides,,type1 keyword,,[PWG5100.1]
laminating-sides,back,type1 keyword,,[PWG5100.1]
laminating-sides,both,type1 keyword,,[PWG5100.1]
laminating-sides,front,type1 keyword,,[PWG5100.1]
laminating-sides-supported,,1setOf type1 keyword,,[PWG5100.1]
laminating-sides-supported,"<All ""laminating-sides"" value>",1setOf type1 keyword,,[PWG5100.1]
laminating-type,,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,archival,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,glossy,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,high-gloss,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,matte,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,semi-gloss,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type,translucent,type2 keyword | name(MAX),,[PWG5100.1]
laminating-type-supported,,(1setOf type2 keyword | name(MAX)),,[PWG5100.1]
laminating-type-supported,"<Any ""laminating-type"" value>",(1setOf type2 keyword | name(MAX)),,[PWG5100.1]
material-amount-units,,type2 keyword,,[PWG5100.21]
material-amount-units,g,type2 keyword,,[PWG5100.21]
material-amount-units,kg,type2 keyword,,[PWG5100.21]
material-amount-units,l,type2 keyword,,[PWG5100.21]
material-amount-units,m,type2 keyword,,[PWG5100.21]
material-amount-units,ml,type2 keyword,,[PWG5100.21]
material-amount-units,mm,type2 keyword,,[PWG5100.21]
material-color,,type2 keyword,,[PWG5100.21]
material-color,"< any ""media"" color name >",type2 keyword,,[PWG5100.21]
material-color,"<Any ""media-color"" value>",type2 keyword,,[PWG5100.21]
material-purpose,,1setOf type2 keyword,,[PWG5100.21]
material-purpose,all,1setOf type2 keyword,,[PWG5100.21]
material-purpose,base,1setOf type2 keyword,,[PWG5100.21]
material-purpose,in-fill,1setOf type2 keyword,,[PWG5100.21]
material-purpose,shell,1setOf type2 keyword,,[PWG5100.21]
material-purpose,support,1setOf type2 keyword,,[PWG5100.21]
material-rate-units,,type2 keyword,,[PWG5100.21]
material-rate-units,mg_second,type2 keyword,,[PWG5100.21]
